test_id,language,category,config_index,message_index,input_length,encrypt_time_us,decrypt_time_us,chars_processed,chars_per_sec,success,failure_detail
1759,ms,same_char,2,4,94,267.2,233,114,227909,1,
1760,ms,same_char,2,5,178,443.5,334.4,198,254531,1,
1761,ms,same_char,3,1,150,319.4,281.4,170,282956,1,
1762,ms,same_char,3,2,32,201.3,168.8,52,140503,1,
1763,ms,same_char,3,3,116,282.7,249.4,136,255591,1,
1764,ms,same_char,3,4,87,289.2,219.5,107,210340,1,
1765,ms,same_char,3,5,127,531.9,371,147,162809,1,
1766,ms,same_char,4,1,177,368.2,330,197,282154,1,
1767,ms,same_char,4,2,213,425.7,378.9,233,289585,1,
1768,ms,same_char,4,3,209,419.2,363.6,229,292540,1,
1769,ms,same_char,4,4,188,381.4,413.4,208,261701,1,
1770,ms,same_char,4,5,109,298.2,251,129,234887,1,
1771,ms,same_char,5,1,88,249.5,217.1,108,231462,1,
1772,ms,same_char,5,2,143,316.4,281.5,163,272621,1,
1773,ms,same_char,5,3,94,265.4,232.9,114,228778,1,
1774,ms,same_char,5,4,113,280.9,248.5,133,251228,1,
1775,ms,same_char,5,5,136,300.3,275.2,156,271069,1,
1776,ms,alternating,1,1,53,383.4,254.2,73,114492,1,
1777,ms,alternating,1,2,210,433.2,391.4,230,278923,1,
1778,ms,alternating,1,3,172,357.8,376.9,192,261331,1,
1779,ms,alternating,1,4,132,326.2,267.1,152,256194,1,
1780,ms,alternating,1,5,158,449,658.6,178,160708,1,
1781,ms,alternating,2,1,74,235.7,201.8,94,214857,1,
1782,ms,alternating,2,2,185,399.5,332.2,205,280169,1,
1783,ms,alternating,2,3,54,219,185.6,74,182897,1,
1784,ms,alternating,2,4,105,286.8,234.1,125,239969,1,
1785,ms,alternating,2,5,159,335.4,297.5,179,282825,1,
1786,ms,alternating,3,1,144,330.8,281.2,164,267974,1,
1787,ms,alternating,3,2,137,298.3,263.5,157,279459,1,
1788,ms,alternating,3,3,198,621.4,449.7,218,203529,1,
1789,ms,alternating,3,4,218,428.5,390.9,238,290456,1,
1790,ms,alternating,3,5,46,229.5,184.7,66,159343,1,
1791,ms,alternating,4,1,97,267.9,234.2,117,233021,1,
1792,ms,alternating,4,2,31,209.4,169.6,51,134565,1,
1793,ms,alternating,4,3,126,298.4,276.3,146,254046,1,
1794,ms,alternating,4,4,119,281.8,260.1,139,256505,1,
1795,ms,alternating,4,5,102,293.2,277.9,122,213623,1,
1796,ms,alternating,5,1,104,274.4,234.9,124,243471,1,
1797,ms,alternating,5,2,150,324.8,330.1,170,259582,1,
1798,ms,alternating,5,3,97,285.1,233.6,117,225564,1,
1799,ms,alternating,5,4,121,301.9,249.4,141,255759,1,
1800,ms,alternating,5,5,47,215.6,185.3,67,167124,1,
1801,ms,cyclic,1,1,136,299.6,266,156,275813,1,
1802,ms,cyclic,1,2,135,440.8,268.5,155,218525,1,
1803,ms,cyclic,1,3,203,437.7,364.6,223,277951,1,
1804,ms,cyclic,1,4,119,283.9,249.3,139,260690,1,
1805,ms,cyclic,1,5,53,230.7,185.3,73,175481,1,
1806,ms,cyclic,2,1,203,411.9,362.9,223,287816,1,
1807,ms,cyclic,2,2,163,351.1,392.4,183,246133,1,
1808,ms,cyclic,2,3,39,377.8,319,59,84672.8,1,
1809,ms,cyclic,2,4,93,283.4,234.5,113,218189,1,
1810,ms,cyclic,2,5,153,333.5,297,173,274385,1,
1811,ms,cyclic,3,1,92,249.8,216.7,112,240086,1,
1812,ms,cyclic,3,2,166,350,313.6,186,280289,1,
1813,ms,cyclic,3,3,117,281.7,248.6,137,258344,1,
1814,ms,cyclic,3,4,68,390.6,346.3,88,119419,1,
1815,ms,cyclic,3,5,218,438.3,381.6,238,290279,1,
1816,ms,cyclic,4,1,201,405.4,362.2,221,287910,1,
1817,ms,cyclic,4,2,216,418.4,378.2,236,296259,1,
1818,ms,cyclic,4,3,128,300,275.3,148,257257,1,
1819,ms,cyclic,4,4,44,221.4,338.8,64,114245,1,
1820,ms,cyclic,4,5,53,278.2,274,73,132198,1,
1821,ms,cyclic,5,1,195,397,346.1,215,289328,1,
1822,ms,cyclic,5,2,113,283.6,248.6,133,249906,1,
1823,ms,cyclic,5,3,117,282.3,248.7,137,258004,1,
1824,ms,cyclic,5,4,160,332.3,297.6,180,285760,1,
1825,ms,cyclic,5,5,150,332.8,290.3,170,272829,1,
1826,ms,jumbled,1,1,78,279.2,235.5,114,221488,1,
1827,ms,jumbled,1,2,20,190.7,154.2,44,127573,1,
1828,ms,jumbled,1,3,175,407.2,361.5,223,290100,1,
1829,ms,jumbled,1,4,214,485.7,439.7,277,299330,1,
1830,ms,jumbled,1,5,215,478.5,426.8,276,304871,1,
1831,ms,jumbled,2,1,31,308,224.9,55,103209,1,
1832,ms,jumbled,2,2,94,291.9,249.9,136,251015,1,
1833,ms,jumbled,2,3,53,240.2,201.1,84,190347,1,
1834,ms,jumbled,2,4,37,210.3,169.4,62,163287,1,
1835,ms,jumbled,2,5,125,315.7,290.1,169,278970,1,
1836,ms,jumbled,3,1,208,462.4,409.3,265,304004,1,
1837,ms,jumbled,3,2,195,562.5,704.8,252,198848,1,
1838,ms,jumbled,3,3,64,275.3,218.8,100,202388,1,
1839,ms,jumbled,3,4,76,268,245.2,114,222136,1,
1840,ms,jumbled,3,5,124,328.3,280.7,167,274220,1,
1841,ms,jumbled,4,1,134,368.6,314.3,183,267975,1,
1842,ms,jumbled,4,2,191,439.6,395.1,248,297113,1,
1843,ms,jumbled,4,3,153,413.7,347.1,206,270768,1,
1844,ms,jumbled,4,4,109,304.4,265.5,154,270223,1,
1845,ms,jumbled,4,5,89,284.4,303.5,130,221126,1,
1846,ms,jumbled,5,1,74,250.8,217.2,106,226496,1,
1847,ms,jumbled,5,2,54,232.2,200.3,85,196532,1,
1848,ms,jumbled,5,3,197,449,419.7,257,295844,1,
1849,ms,jumbled,5,4,40,401.6,350.6,68,90401.5,1,
1850,ms,jumbled,5,5,93,274.6,234.3,128,251523,1,
1851,ms,real_message,1,1,400,680,616.3,409,315513,1,
1852,ms,real_message,1,2,400,678.4,633.7,411,313238,1,
1853,ms,real_message,1,3,400,770.2,603.8,407,296215,1,
1854,ms,real_message,1,4,400,680.5,616.4,409,315367,1,
1855,ms,real_message,1,5,400,1145.2,640.5,408,228482,1,
1856,ms,real_message,2,1,400,680.9,617.8,409,314930,1,
1857,ms,real_message,2,2,400,678.8,618.3,411,316861,1,
1858,ms,real_message,2,3,400,669.7,609.9,407,318068,1,
1859,ms,real_message,2,4,400,672.1,625.3,409,315246,1,
1860,ms,real_message,2,5,400,1174.4,890.9,408,197550,1,
1861,ms,real_message,3,1,400,675.5,628,409,313771,1,
1862,ms,real_message,3,2,400,671.6,627.7,411,316324,1,
1863,ms,real_message,3,3,400,664.9,602.8,407,321054,1,
1864,ms,real_message,3,4,400,673.7,620.5,409,316025,1,
1865,ms,real_message,3,5,400,918.1,623.9,408,264591,1,
1866,ms,real_message,4,1,400,670.9,636.7,409,312787,1,
1867,ms,real_message,4,2,400,672.7,811.5,411,276917,1,
1868,ms,real_message,4,3,400,669.8,603.3,407,319692,1,
1869,ms,real_message,4,4,400,671.5,617.1,409,317399,1,
1870,ms,real_message,4,5,400,843.9,622.3,408,278270,1,
1871,ms,real_message,5,1,400,679.2,619,409,315052,1,
1872,ms,real_message,5,2,400,685.9,618.8,411,315015,1,
1873,ms,real_message,5,3,400,667.2,644.8,407,310213,1,
1874,ms,real_message,5,4,400,679,1053.6,409,236061,1,
1875,ms,real_message,5,5,400,688.1,621.5,408,311546,1,
1876,ms,repeated_phrase,1,1,207,402.6,362.2,227,296810,1,
1877,ms,repeated_phrase,1,2,86,287.7,246.5,106,198428,1,
1878,ms,repeated_phrase,1,3,62,479.1,417.3,82,91477,1,
1879,ms,repeated_phrase,1,4,157,353.4,297.6,177,271889,1,
1880,ms,repeated_phrase,1,5,49,325,188.4,69,134398,1,
1881,ms,repeated_phrase,2,1,28,184.4,154.4,48,141677,1,
1882,ms,repeated_phrase,2,2,97,265.8,234.4,117,233906,1,
1883,ms,repeated_phrase,2,3,111,283.6,249.4,131,245779,1,
1884,ms,repeated_phrase,2,4,112,405.5,340.8,132,176873,1,
1885,ms,repeated_phrase,2,5,75,257.1,202.1,95,206882,1,
1886,ms,repeated_phrase,3,1,183,369,330,203,290415,1,
1887,ms,repeated_phrase,3,2,70,409.9,388.2,90,112768,1,
1888,ms,repeated_phrase,3,3,185,378.5,330.7,205,289058,1,
1889,ms,repeated_phrase,3,4,52,215.7,185.8,72,179328,1,
1890,ms,repeated_phrase,3,5,64,242.9,200.7,84,189360,1,
1891,ms,repeated_phrase,4,1,73,234.4,201.9,93,213156,1,
1892,ms,repeated_phrase,4,2,59,226.7,186,79,191422,1,
1893,ms,repeated_phrase,4,3,192,394.6,345.6,212,286409,1,
1894,ms,repeated_phrase,4,4,177,654.8,336.5,197,198729,1,
1895,ms,repeated_phrase,4,5,100,276,234.1,120,235248,1,
1896,ms,repeated_phrase,5,1,129,404,267.2,149,221990,1,
1897,ms,repeated_phrase,5,2,198,406.7,379,218,277460,1,
1898,ms,repeated_phrase,5,3,136,298.4,264.2,156,277284,1,
1899,ms,repeated_phrase,5,4,171,353.3,312.7,191,286787,1,
1900,ms,repeated_phrase,5,5,83,488.5,288.5,103,132561,1,
1901,ms,edge_case,1,1,0,169.1,138.1,20,65104.2,1,
1902,ms,edge_case,1,2,1,165.6,137.1,21,69375.6,1,
1903,ms,edge_case,1,3,19,165.3,137,19,62851.5,1,
1904,ms,edge_case,1,4,25,173.8,138.4,25,80076.9,1,
1905,ms,edge_case,1,5,25,183.4,152.6,45,133929,1,
1906,ms,edge_case,2,1,0,167.9,138.1,20,65359.5,1,
1907,ms,edge_case,2,2,1,165.6,137.4,21,69306.9,1,
1908,ms,edge_case,2,3,19,164.4,150.3,19,60375,1,
1909,ms,edge_case,2,4,25,166,137.1,25,82481,1,
1910,ms,edge_case,2,5,25,180.6,152.7,45,135014,1,
1911,ms,edge_case,3,1,0,166.9,144.2,20,64288,1,
1912,ms,edge_case,3,2,1,167.9,137.5,21,68762.3,1,
1913,ms,edge_case,3,3,19,166,137.4,19,62623.6,1,
1914,ms,edge_case,3,4,25,163.5,137.5,25,83056.5,1,
1915,ms,edge_case,3,5,25,180.5,152.6,45,135095,1,
1916,ms,edge_case,4,1,0,169.4,137.7,20,65125.4,1,
1917,ms,edge_case,4,2,1,285.4,138.9,21,49493.3,1,
1918,ms,edge_case,4,3,19,173.6,217.2,19,48618.2,1,
1919,ms,edge_case,4,4,25,168.6,136.7,25,81886.7,1,
1920,ms,edge_case,4,5,25,186.2,153.5,45,132470,1,
1921,ms,edge_case,5,1,0,170.2,138.3,20,64829.8,1,
1922,ms,edge_case,5,2,1,165.8,137.3,21,69284.1,1,
1923,ms,edge_case,5,3,19,164.9,137.3,19,62872.3,1,
1924,ms,edge_case,5,4,25,165.9,149.1,25,79365.1,1,
1925,ms,edge_case,5,5,25,181.9,153,45,134368,1,
1926,tl,same_char,1,1,30,201.8,169.9,50,134517,1,
1927,tl,same_char,1,2,142,318.2,280.8,162,270451,1,
1928,tl,same_char,1,3,93,265.4,233.7,113,226408,1,
1929,tl,same_char,1,4,84,247.4,216.9,104,223993,1,
1930,tl,same_char,1,5,45,225.1,247.1,65,137654,1,
1931,tl,same_char,2,1,207,422.6,363.8,227,288657,1,
1932,tl,same_char,2,2,91,251.2,217.5,111,236825,1,
1933,tl,same_char,2,3,155,333.9,340.1,175,259644,1,
1934,tl,same_char,2,4,113,288.5,249.2,133,247350,1,
1935,tl,same_char,2,5,58,217.6,185.4,78,193548,1,
1936,tl,same_char,3,1,157,344,376,177,245833,1,
1937,tl,same_char,3,2,176,382.6,329.5,196,275242,1,
1938,tl,same_char,3,3,120,283.3,258.4,140,258446,1,
1939,tl,same_char,3,4,151,345.6,311.1,171,260393,1,
1940,tl,same_char,3,5,199,405.9,361.4,219,285416,1,
1941,tl,same_char,4,1,212,419.4,388,232,287342,1,
1942,tl,same_char,4,2,83,267,237.7,103,204082,1,
1943,tl,same_char,4,3,204,418,363.2,224,286738,1,
1944,tl,same_char,4,4,111,285.6,249,131,245043,1,
1945,tl,same_char,4,5,41,198.3,168.8,61,166167,1,
1946,tl,same_char,5,1,51,216.9,185.8,71,176310,1,
1947,tl,same_char,5,2,82,249.7,217.6,102,218275,1,
1948,tl,same_char,5,3,69,230.4,200.5,89,206544,1,
1949,tl,same_char,5,4,56,303.1,319.3,76,122108,1,
1950,tl,same_char,5,5,191,404,347.6,211,280734,1,
1951,tl,alternating,1,1,111,374.3,251.6,131,209299,1,
1952,tl,alternating,1,2,154,337.7,298.1,174,273671,1,
1953,tl,alternating,1,3,129,301.6,265.6,149,262694,1,
1954,tl,alternating,1,4,164,364.7,321.9,184,267987,1,
1955,tl,alternating,1,5,204,690.4,369,224,211440,1,
1956,tl,alternating,2,1,42,202.3,169.9,62,166577,1,
1957,tl,alternating,2,2,63,233.7,201.2,83,190848,1,
1958,tl,alternating,2,3,139,313.7,280.5,159,267587,1,
1959,tl,alternating,2,4,45,224.3,184.4,65,159041,1,
1960,tl,alternating,2,5,25,181.5,152.1,45,134892,1,
1961,tl,alternating,3,1,149,316.9,339.7,169,257387,1,
1962,tl,alternating,3,2,28,188.6,153.6,48,140269,1,
1963,tl,alternating,3,3,88,449.4,278.7,108,148331,1,
1964,tl,alternating,3,4,133,304.6,275.9,153,263566,1,
1965,tl,alternating,3,5,189,384.2,343.6,209,287167,1,
1966,tl,alternating,4,1,91,263.6,218.5,111,230243,1,
1967,tl,alternating,4,2,217,420.1,378.7,237,296695,1,
1968,tl,alternating,4,3,59,225.1,186.9,79,191748,1,
1969,tl,alternating,4,4,167,464.3,373.2,187,223284,1,
1970,tl,alternating,4,5,126,307.5,267.4,146,253957,1,
1971,tl,alternating,5,1,195,386.2,346,215,293636,1,
1972,tl,alternating,5,2,195,383.2,354.1,215,291605,1,
1973,tl,alternating,5,3,148,323,281.8,168,277778,1,
1974,tl,alternating,5,4,190,436.3,591.4,210,204340,1,
1975,tl,alternating,5,5,158,342.9,298.2,178,277648,1,
1976,tl,cyclic,1,1,107,267.1,233.4,127,253746,1,
1977,tl,cyclic,1,2,103,265.2,232.9,123,246938,1,
1978,tl,cyclic,1,3,175,366.8,406.1,195,252297,1,
1979,tl,cyclic,1,4,75,238.4,200.8,95,216302,1,
1980,tl,cyclic,1,5,185,374.9,402.3,205,263767,1,
1981,tl,cyclic,2,1,38,201.6,170.5,58,155872,1,
1982,tl,cyclic,2,2,95,266.9,233.1,115,230000,1,
1983,tl,cyclic,2,3,95,265,232.9,115,230970,1,
1984,tl,cyclic,2,4,199,402.7,361.4,219,286612,1,
1985,tl,cyclic,2,5,27,186.9,153.8,47,137951,1,
1986,tl,cyclic,3,1,171,359.9,314,191,283425,1,
1987,tl,cyclic,3,2,126,505.5,515.4,146,143011,1,
1988,tl,cyclic,3,3,125,307.6,264.9,145,253275,1,
1989,tl,cyclic,3,4,120,281.7,248.2,140,264201,1,
1990,tl,cyclic,3,5,140,315.5,280.5,160,268456,1,
1991,tl,cyclic,4,1,114,286.5,249.5,134,250000,1,
1992,tl,cyclic,4,2,27,184.7,153.4,47,139012,1,
1993,tl,cyclic,4,3,148,325.5,280.9,168,277045,1,
1994,tl,cyclic,4,4,167,522.3,327.5,187,220052,1,
1995,tl,cyclic,4,5,26,188.5,153.4,46,134542,1,
1996,tl,cyclic,5,1,196,396.6,345.6,216,291027,1,
1997,tl,cyclic,5,2,140,320.9,282.7,160,265076,1,
1998,tl,cyclic,5,3,218,443.9,378.5,238,289397,1,
1999,tl,cyclic,5,4,195,383.3,452.2,215,257331,1,
2000,tl,cyclic,5,5,130,310.3,266.7,150,259965,1,
2001,tl,jumbled,1,1,105,304.2,312.7,146,236667,1,
2002,tl,jumbled,1,2,121,371.6,283.6,163,248779,1,
2003,tl,jumbled,1,3,91,288,248.2,132,246177,1,
2004,tl,jumbled,1,4,144,360.3,313.4,190,282025,1,
2005,tl,jumbled,1,5,217,718.2,517.8,273,220874,1,
2006,tl,jumbled,2,1,82,269.7,233.7,123,244338,1,
2007,tl,jumbled,2,2,53,252.5,202.5,81,178022,1,
2008,tl,jumbled,2,3,95,279.5,259.7,134,248516,1,
2009,tl,jumbled,2,4,217,489.1,440.8,282,303258,1,
2010,tl,jumbled,2,5,93,275,232.9,127,250049,1,
2011,tl,jumbled,3,1,128,341.9,312,175,267625,1,
2012,tl,jumbled,3,2,125,483.3,313.1,173,217228,1,
2013,tl,jumbled,3,3,158,389.1,346,212,288396,1,
2014,tl,jumbled,3,4,149,366.6,329.2,197,283127,1,
2015,tl,jumbled,3,5,27,198.2,169.1,55,149741,1,
2016,tl,jumbled,4,1,95,284.2,249.8,131,245318,1,
2017,tl,jumbled,4,2,167,407.8,348.9,216,285450,1,
2018,tl,jumbled,4,3,89,290.4,250,129,238712,1,
2019,tl,jumbled,4,4,181,439.2,404.1,245,290525,1,
2020,tl,jumbled,4,5,214,485.3,448.3,280,299914,1,
2021,tl,jumbled,5,1,59,294.6,216,87,170388,1,
2022,tl,jumbled,5,2,206,487.6,428.1,268,292672,1,
2023,tl,jumbled,5,3,181,428.3,379.4,236,292188,1,
2024,tl,jumbled,5,4,96,292.9,248.4,136,251247,1,
2025,tl,jumbled,5,5,167,382.9,344.7,216,296866,1,
2026,tl,real_message,1,1,400,911.5,635.2,412,266374,1,
2027,tl,real_message,1,2,400,684.2,618.1,412,316363,1,
2028,tl,real_message,1,3,400,671.1,641.7,410,312310,1,
2029,tl,real_message,1,4,400,685.1,629.4,411,312666,1,
2030,tl,real_message,1,5,400,676,668.1,412,306525,1,
2031,tl,real_message,2,1,400,1195,707.4,412,216569,1,
2032,tl,real_message,2,2,400,681.4,625.5,412,315250,1,
2033,tl,real_message,2,3,400,755.5,624.3,410,297145,1,
2034,tl,real_message,2,4,400,680.7,618,411,316470,1,
2035,tl,real_message,2,5,400,685.9,625.1,412,314264,1,
2036,tl,real_message,3,1,400,691,638.2,412,309961,1,
2037,tl,real_message,3,2,400,676.1,628.1,412,315902,1,
2038,tl,real_message,3,3,400,683.6,724.1,410,291255,1,
2039,tl,real_message,3,4,400,676.9,627.1,411,315184,1,
2040,tl,real_message,3,5,400,943.8,622.9,412,262973,1,
2041,tl,real_message,4,1,400,723.8,627.7,412,304846,1,
2042,tl,real_message,4,2,400,669.9,623.6,412,318516,1,
2043,tl,real_message,4,3,400,673.7,625.1,410,315676,1,
2044,tl,real_message,4,4,400,686.3,617.3,411,315281,1,
2045,tl,real_message,4,5,400,682.5,617.8,412,316850,1,
2046,tl,real_message,5,1,400,678.8,628.7,412,315105,1,
2047,tl,real_message,5,2,400,710.9,620.6,412,309425,1,
2048,tl,real_message,5,3,400,684.3,618.2,410,314779,1,
2049,tl,real_message,5,4,400,697.4,622.4,411,311411,1,
2050,tl,real_message,5,5,400,676.8,618.4,412,318098,1,
2051,tl,repeated_phrase,1,1,91,250.3,252.3,111,220852,1,
2052,tl,repeated_phrase,1,2,87,258.6,218,107,224507,1,
2053,tl,repeated_phrase,1,3,65,233.1,200.9,85,195853,1,
2054,tl,repeated_phrase,1,4,46,247.2,287.8,66,123364,1,
2055,tl,repeated_phrase,1,5,68,234.6,214.7,88,195860,1,
2056,tl,repeated_phrase,2,1,145,317.6,282.1,165,275138,1,
2057,tl,repeated_phrase,2,2,198,420.7,372.9,218,274698,1,
2058,tl,repeated_phrase,2,3,106,262.7,233.4,126,253981,1,
2059,tl,repeated_phrase,2,4,183,589.2,567.3,203,175530,1,
2060,tl,repeated_phrase,2,5,70,250.1,201.3,90,199380,1,
2061,tl,repeated_phrase,3,1,105,266.8,234,125,249601,1,
2062,tl,repeated_phrase,3,2,107,264.3,233,127,255379,1,
2063,tl,repeated_phrase,3,3,205,407,374.6,225,287871,1,
2064,tl,repeated_phrase,3,4,37,199.5,180.5,57,150000,1,
2065,tl,repeated_phrase,3,5,178,366,347.3,198,277583,1,
2066,tl,repeated_phrase,4,1,67,233.7,201.8,87,199770,1,
2067,tl,repeated_phrase,4,2,211,440.9,380,231,281398,1,
2068,tl,repeated_phrase,4,3,65,233.8,201,85,195492,1,
2069,tl,repeated_phrase,4,4,132,300.7,264.9,152,268741,1,
2070,tl,repeated_phrase,4,5,32,209.6,170.2,52,136914,1,
2071,tl,repeated_phrase,5,1,32,212.7,169.7,52,135983,1,
2072,tl,repeated_phrase,5,2,165,349.4,325,185,274318,1,
2073,tl,repeated_phrase,5,3,146,366,282.5,166,255975,1,
2074,tl,repeated_phrase,5,4,130,306.6,266.8,150,261597,1,
2075,tl,repeated_phrase,5,5,42,198.6,168.8,62,168753,1,
2076,tl,edge_case,1,1,0,168.4,138.2,20,65231.6,1,
2077,tl,edge_case,1,2,1,165.7,137.3,21,69306.9,1,
2078,tl,edge_case,1,3,19,183.1,137.7,19,59226.9,1,
2079,tl,edge_case,1,4,25,165.2,136.9,25,82754.1,1,
2080,tl,edge_case,1,5,25,181.4,152.9,45,134610,1,
2081,tl,edge_case,2,1,0,167.3,137.8,20,65552.3,1,
2082,tl,edge_case,2,2,1,164.9,136.8,21,69605.6,1,
2083,tl,edge_case,2,3,19,166.3,137.2,19,62603,1,
2084,tl,edge_case,2,4,25,163.7,138.4,25,82754.1,1,
2085,tl,edge_case,2,5,25,180.6,152.4,45,135135,1,
2086,tl,edge_case,3,1,0,178.9,137.3,20,63251.1,1,
2087,tl,edge_case,3,2,1,164.7,149.3,21,66879,1,
2088,tl,edge_case,3,3,19,321.2,254,19,33032,1,
2089,tl,edge_case,3,4,25,172.2,136.7,25,80932.3,1,
2090,tl,edge_case,3,5,25,256.7,155.6,45,109144,1,
2091,tl,edge_case,4,1,0,182,138.1,20,62480.5,1,
2092,tl,edge_case,4,2,1,165.7,137.4,21,69284.1,1,
2093,tl,edge_case,4,3,19,204.7,137.3,19,55555.6,1,
2094,tl,edge_case,4,4,25,165.2,148.3,25,79744.8,1,
2095,tl,edge_case,4,5,25,182.4,153,45,134168,1,
2096,tl,edge_case,5,1,0,166.6,137.6,20,65746.2,1,
2097,tl,edge_case,5,2,1,165.4,137,21,69444.4,1,
2098,tl,edge_case,5,3,19,164.5,136.6,19,63102,1,
2099,tl,edge_case,5,4,25,179.7,136.8,25,78988.9,1,
2100,tl,edge_case,5,5,25,190,153.8,45,130890,1,
2101,zh,same_char,1,1,142,318,293.9,162,264749,1,
2102,zh,same_char,1,2,94,277,232.8,114,223617,1,
2103,zh,same_char,1,3,60,360.3,246.8,80,131774,1,
2104,zh,same_char,1,4,150,349.2,280.9,170,269798,1,
2105,zh,same_char,1,5,36,208.5,168.9,56,148384,1,
2106,zh,same_char,2,1,100,268.3,235,120,238426,1,
2107,zh,same_char,2,2,218,420.4,377.8,238,298171,1,
2108,zh,same_char,2,3,40,199.8,169.9,60,162294,1,
2109,zh,same_char,2,4,202,403.7,372.9,222,285861,1,
2110,zh,same_char,2,5,23,192.1,154.5,43,124062,1,
2111,zh,same_char,3,1,180,372.4,330.7,200,284455,1,
2112,zh,same_char,3,2,98,265.8,245.1,118,230965,1,
2113,zh,same_char,3,3,66,233.2,200.7,86,198202,1,
2114,zh,same_char,3,4,145,317.6,281.7,165,275321,1,
2115,zh,same_char,3,5,219,422.8,644.3,239,223972,1,
2116,zh,same_char,4,1,34,250.2,171.1,54,128175,1,
2117,zh,same_char,4,2,95,266.4,232.5,115,230507,1,
2118,zh,same_char,4,3,58,212.6,185.2,78,196078,1,
2119,zh,same_char,4,4,117,281.6,249.2,137,258101,1,
2120,zh,same_char,4,5,90,248.1,216.3,110,236865,1,
2121,zh,same_char,5,1,28,186.9,153.9,48,140845,1,
2122,zh,same_char,5,2,175,369.2,329.1,195,279250,1,
2123,zh,same_char,5,3,153,342.9,339.5,173,253517,1,
2124,zh,same_char,5,4,130,342.3,284.8,150,239196,1,
2125,zh,same_char,5,5,166,354.3,313,186,278735,1,
2126,zh,alternating,1,1,208,406,362.8,228,296566,1,
2127,zh,alternating,1,2,124,280.9,248.5,144,272006,1,
2128,zh,alternating,1,3,116,475.4,271.2,136,182159,1,
2129,zh,alternating,1,4,79,253.9,226.3,99,206164,1,
2130,zh,alternating,1,5,185,539.3,452.4,205,206716,1,
2131,zh,alternating,2,1,54,217,185.3,74,183942,1,
2132,zh,alternating,2,2,129,299.9,264.1,149,264184,1,
2133,zh,alternating,2,3,163,359,314.1,183,271876,1,
2134,zh,alternating,2,4,26,183,162.2,46,133256,1,
2135,zh,alternating,2,5,205,474.5,370.4,225,266304,1,
2136,zh,alternating,3,1,58,216.8,185.9,78,193693,1,
2137,zh,alternating,3,2,41,343.2,309.5,61,93457.9,1,
2138,zh,alternating,3,3,192,389.2,345.6,212,288514,1,
2139,zh,alternating,3,4,164,362.3,314.1,184,272028,1,
2140,zh,alternating,3,5,179,367.6,328.4,199,285920,1,
2141,zh,alternating,4,1,205,406.3,363.1,225,292436,1,
2142,zh,alternating,4,2,168,347.6,312.4,188,284848,1,
2143,zh,alternating,4,3,186,381.8,354.5,206,279777,1,
2144,zh,alternating,4,4,105,274.8,232.3,125,246500,1,
2145,zh,alternating,4,5,150,316,280.8,170,284853,1,
2146,zh,alternating,5,1,144,332.6,282.1,164,266797,1,
2147,zh,alternating,5,2,151,332.3,297.1,171,271687,1,
2148,zh,alternating,5,3,155,331.7,297,175,278352,1,
2149,zh,alternating,5,4,166,365.2,313.5,186,274053,1,
2150,zh,alternating,5,5,187,383.9,346.4,207,283445,1,
2151,zh,cyclic,1,1,216,419,387.6,236,292586,1,
2152,zh,cyclic,1,2,34,200.7,179.6,54,141993,1,
2153,zh,cyclic,1,3,165,347.8,323.5,185,275585,1,
2154,zh,cyclic,1,4,166,403.6,349.6,186,246946,1,
2155,zh,cyclic,1,5,98,275.4,234.2,118,231554,1,
2156,zh,cyclic,2,1,31,201.8,170.2,51,137097,1,
2157,zh,cyclic,2,2,217,448.7,380.6,237,285783,1,
2158,zh,cyclic,2,3,200,408.4,374.6,220,280971,1,
2159,zh,cyclic,2,4,105,268.1,233.9,125,249004,1,
2160,zh,cyclic,2,5,79,258.2,217.5,99,208114,1,
2161,zh,cyclic,3,1,165,355.1,367.8,185,255914,1,
2162,zh,cyclic,3,2,124,294.8,363.7,144,218679,1,
2163,zh,cyclic,3,3,82,255.3,217.9,102,215554,1,
2164,zh,cyclic,3,4,152,333,296.7,172,273146,1,
2165,zh,cyclic,3,5,162,335,297.2,182,287884,1,
2166,zh,cyclic,4,1,129,297.3,265.6,149,264701,1,
2167,zh,cyclic,4,2,212,545.5,382.7,232,249946,1,
2168,zh,cyclic,4,3,37,209.6,176.3,57,147707,1,
2169,zh,cyclic,4,4,65,232.8,213.1,85,190626,1,
2170,zh,cyclic,4,5,112,281.4,248.3,132,249198,1,
2171,zh,cyclic,5,1,78,247,216.9,98,211252,1,
2172,zh,cyclic,5,2,160,333,296.5,180,285941,1,
2173,zh,cyclic,5,3,201,402.6,386.8,221,279959,1,
2174,zh,cyclic,5,4,141,323.5,281.9,161,265940,1,
2175,zh,cyclic,5,5,200,407,374.2,220,281618,1,
2176,zh,jumbled,1,1,113,303.2,278.7,155,266369,1,
2177,zh,jumbled,1,2,160,383.7,345.2,209,286733,1,
2178,zh,jumbled,1,3,102,283.3,250.2,138,258669,1,
2179,zh,jumbled,1,4,119,540.3,466.4,158,156948,1,
2180,zh,jumbled,1,5,24,202.3,169.2,49,131898,1,
2181,zh,jumbled,2,1,103,285,249.8,141,263650,1,
2182,zh,jumbled,2,2,25,198.4,169,52,141535,1,
2183,zh,jumbled,2,3,183,420.8,377.7,231,289292,1,
2184,zh,jumbled,2,4,115,299.5,279.1,153,264431,1,
